,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_046,minicoli__W3110_N_starve__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_N_starve,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_NStarvation_1_S7_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_NStarvation_1_S7_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_047,minicoli__W3110_N_starve__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_N_starve,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_NStarvation_2_S8_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_NStarvation_2_S8_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_048,minicoli__W3110_osm__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_osm,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Osmotic_Stress_1_S22_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Osmotic_Stress_1_S22_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_049,minicoli__W3110_osm__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_osm,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Osmotic_Stress_2_S23_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Osmotic_Stress_2_S23_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_050,minicoli__W3110_ph5__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_ph5,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_pH5_5_1_S18_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_pH5_5_1_S18_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_051,minicoli__W3110_ph5__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_ph5,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_pH5_5_2_S19_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_pH5_5_2_S19_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_052,minicoli__W3110_pyr__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_pyr,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_1_S19_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_1_S19_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_053,minicoli__W3110_pyr__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_pyr,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_2_S20_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Pyruvate_2_S20_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_054,minicoli__W3110_sorb__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_sorb,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_1_S38_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_1_S38_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_055,minicoli__W3110_sorb__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_sorb,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_2_S39_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Sorbitol_2_S39_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_056,minicoli__W3110_urid__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_urid,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_1_S1_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_1_S1_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_057,minicoli__W3110_urid__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_urid,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_2_S2_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_Uridine_2_S2_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_058,minicoli__W3110_WT_glc__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_WT_glc,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_1_S21_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_1_S21_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_059,minicoli__W3110_WT_glc__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_WT_glc,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_2_S22_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Glucose_2_S22_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_060,minicoli__W3110_WT_osm__1,Minicoli,,,1,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_WT_osm,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_1_S23_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_1_S23_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minicoli_061,minicoli__W3110_WT_osm__2,Minicoli,,,2,Sebastien.Rodrigue@usherbrooke.ca,Antoine ,5/1/19,Escherichia coli K-12 W3110,W3110,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,minicoli,W3110_WT_osm,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_2_S24_R1_001.fastq.gz,s3://precise-db/raw_data/minicoli/UNK_HRS_W3110_WT_Osmotic_2_S24_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_001,eep__BOP27__1,EEP,eep,BOP27,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L001_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L002_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L003_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L004_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L001_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L002_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L003_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL029_S29_L004_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_002,eep__BOP27__2,EEP,eep,BOP27,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L001_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L002_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L003_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L004_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L001_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L002_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L003_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL030_S30_L004_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_003,eep__BOP1000__1,EEP,eep,BOP1000,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L001_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L002_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L003_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L004_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L001_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L002_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L003_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL035_S35_L004_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_004,eep__BOP1000__2,EEP,eep,BOP1000,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L001_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L002_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L003_R1_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L004_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L001_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L002_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L003_R2_001.fastq.gz;s3://sbrg-user-data/clamoure/WT_ALE/PAL036_S36_L004_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_081,eep__BOP27_ndh-cydB-appC__1,EEP,eep,BOP27_ndh-cydB-appC,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_082,eep__BOP27_ndh-cydB-appC__2,EEP,eep,BOP27_ndh-cydB-appC,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_083,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_084,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_085,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_086,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_087,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_088,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_089,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_090,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,Endpoint,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_091,eep__BOP27_nuoB-cydB-appC__1,EEP,eep,BOP27_nuoB-cydB-appC,1,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_eep_092,eep__BOP27_nuoB-cydB-appC__2,EEP,eep,BOP27_nuoB-cydB-appC,2,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,No,,,HiSeq 4000,2,,,,,,PAIRED,ILLUMINA,,,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R1_001.fastq.gz,s3://sbrg-user-data/clamoure/Dehydro_zipped-files/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R2_001.fastq.gz,,,,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
