,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_eep_102,eep__BOP27_ndh-cyoB__2,EEP,eep,BOP27_ndh-cyoB,2,Escherichia coli K-12 MG1655 del_ndh del_cyoB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB,False,True
ecoli_eep_103,eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A5_F59_I1_R1,1,Escherichia coli EEP.5.59.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,False,False
ecoli_eep_104,eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A5_F59_I1_R1,2,Escherichia coli EEP.5.59.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,False,False
ecoli_eep_105,eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A6_F58_I1_R1,1,Escherichia coli EEP.6.58.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,False,False
ecoli_eep_106,eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A6_F58_I1_R1,2,Escherichia coli EEP.6.58.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,False,False
ecoli_eep_107,eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A7_F56_I1_R1,1,Escherichia coli EEP.7.56.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A7_F56_I1_R1,False,False
ecoli_eep_108,eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A7_F56_I1_R1,2,Escherichia coli EEP.7.56.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A7_F56_I1_R1,False,False
ecoli_eep_109,eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A8_F59_I1_R1,1,Escherichia coli EEP.8.59.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,False,False
ecoli_eep_110,eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A8_F59_I1_R1,2,Escherichia coli EEP.8.59.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,False,False
ecoli_eep_111,eep__BOP27_nuoB-cyoB__1,EEP,eep,BOP27_nuoB-cyoB,1,Escherichia coli K-12 MG1655 del_nuoB del_cyoB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB,False,True
ecoli_eep_112,eep__BOP27_nuoB-cyoB__2,EEP,eep,BOP27_nuoB-cyoB,2,Escherichia coli K-12 MG1655 del_nuoB del_cyoB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB,False,True
ecoli_eep_113,eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A9_F63_I1_R1,1,Escherichia coli EEP.9.63.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A9_F63_I1_R1,False,False
ecoli_eep_114,eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A9_F63_I1_R1,2,Escherichia coli EEP.9.63.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A9_F63_I1_R1,False,False
ecoli_eep_115,eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A10_F64_I1_R1,1,Escherichia coli EEP.10.64.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,False,False
ecoli_eep_116,eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A10_F64_I1_R1,2,Escherichia coli EEP.10.64.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,False,False
ecoli_eep_117,eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A11_F64_I1_R1,1,Escherichia coli EEP.11.64.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,False,False
ecoli_eep_118,eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A11_F64_I1_R1,2,Escherichia coli EEP.11.64.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,False,False
ecoli_eep_119,eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A12_F63_I1_R1,1,Escherichia coli EEP.12.63.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A12_F63_I1_R1,False,False
ecoli_eep_120,eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A12_F63_I1_R1,2,Escherichia coli EEP.12.63.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cyoB_A12_F63_I1_R1,False,False
ecoli_eep_121,eep__BOP27_ndh-cydB__1,EEP,eep,BOP27_ndh-cydB,1,Escherichia coli K-12 MG1655 del_ndh del_cydB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cydB,False,True
ecoli_eep_122,eep__BOP27_ndh-cydB__2,EEP,eep,BOP27_ndh-cydB,2,Escherichia coli K-12 MG1655 del_ndh del_cydB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_ndh-cydB,False,True
ecoli_eep_123,eep__BOP27_nuoB-cydB__1,EEP,eep,BOP27_nuoB-cydB,1,Escherichia coli K-12 MG1655 del_nuoB del_cydB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cydB,False,True
ecoli_eep_124,eep__BOP27_nuoB-cydB__2,EEP,eep,BOP27_nuoB-cydB,2,Escherichia coli K-12 MG1655 del_nuoB del_cydB,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,,,,amiteshanand@eng.ucsd.edu,Amitesh Anand,9/1/20,True,True,True,True,True,True,eep:BOP27_nuoB-cydB,False,True
DDB2__PD-005_BW25113_Batch_6h__1,DDB2__PD-005_BW25113_Batch_6h__1,DDB2,DDB2,PD-005_BW25113_Batch_6h,1,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Batch_6h,False,False
DDB2__PD-005_BW25113_Batch_6h__2,DDB2__PD-005_BW25113_Batch_6h__2,DDB2,DDB2,PD-005_BW25113_Batch_6h,2,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Batch_6h,False,False
DDB2__PD-003_BW25113_Batch_9h__1,DDB2__PD-003_BW25113_Batch_9h__1,DDB2,DDB2,PD-003_BW25113_Batch_9h,1,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Batch_9h,False,False
DDB2__PD-003_BW25113_Batch_9h__2,DDB2__PD-003_BW25113_Batch_9h__2,DDB2,DDB2,PD-003_BW25113_Batch_9h,2,Escherichia coli BW25113,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Batch_9h,False,False
DDB2__PD-003_BW25113_Fed-batch_6h__1,DDB2__PD-003_BW25113_Fed-batch_6h__1,DDB2,DDB2,PD-003_BW25113_Fed-batch_6h,1,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Fed-batch_6h,False,False
DDB2__PD-003_BW25113_Fed-batch_6h__2,DDB2__PD-003_BW25113_Fed-batch_6h__2,DDB2,DDB2,PD-003_BW25113_Fed-batch_6h,2,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Fed-batch_6h,False,False
DDB2__PD-005_BW25113_Fed-batch_6h__1,DDB2__PD-005_BW25113_Fed-batch_6h__1,DDB2,DDB2,PD-005_BW25113_Fed-batch_6h,1,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Fed-batch_6h,False,False
DDB2__PD-005_BW25113_Fed-batch_6h__2,DDB2__PD-005_BW25113_Fed-batch_6h__2,DDB2,DDB2,PD-005_BW25113_Fed-batch_6h,2,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Fed-batch_6h,False,False
DDB2__PD-005_BW25113_Fed-batch_6h__3,DDB2__PD-005_BW25113_Fed-batch_6h__3,DDB2,DDB2,PD-005_BW25113_Fed-batch_6h,3,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Fed-batch_6h,False,False
DDB2__PD-005_BW25113_Fed-batch_15h__1,DDB2__PD-005_BW25113_Fed-batch_15h__1,DDB2,DDB2,PD-005_BW25113_Fed-batch_15h,1,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Fed-batch_15h,False,False
DDB2__PD-005_BW25113_Fed-batch_15h__2,DDB2__PD-005_BW25113_Fed-batch_15h__2,DDB2,DDB2,PD-005_BW25113_Fed-batch_15h,2,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_BW25113_Fed-batch_15h,False,False
DDB2__PD-003_BW25113_Fed-batch_21h__1,DDB2__PD-003_BW25113_Fed-batch_21h__1,DDB2,DDB2,PD-003_BW25113_Fed-batch_21h,1,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Fed-batch_21h,False,False
DDB2__PD-003_BW25113_Fed-batch_21h__2,DDB2__PD-003_BW25113_Fed-batch_21h__2,DDB2,DDB2,PD-003_BW25113_Fed-batch_21h,2,Escherichia coli BW25113,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_BW25113_Fed-batch_21h,False,False
DDB2__PD-004_del-basS_Batch_6h__1,DDB2__PD-004_del-basS_Batch_6h__1,DDB2,DDB2,PD-004_del-basS_Batch_6h,1,Escherichia coli BW25113 del_basS,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Batch_6h,False,False
DDB2__PD-004_del-basS_Batch_6h__2,DDB2__PD-004_del-basS_Batch_6h__2,DDB2,DDB2,PD-004_del-basS_Batch_6h,2,Escherichia coli BW25113 del_basS,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Batch_6h,False,False
DDB2__PD-004_del-basS_Fed-batch_6h__1,DDB2__PD-004_del-basS_Fed-batch_6h__1,DDB2,DDB2,PD-004_del-basS_Fed-batch_6h,1,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Fed-batch_6h,False,False
DDB2__PD-004_del-basS_Fed-batch_6h__2,DDB2__PD-004_del-basS_Fed-batch_6h__2,DDB2,DDB2,PD-004_del-basS_Fed-batch_6h,2,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Fed-batch_6h,False,False
DDB2__PD-004_del-basS_Fed-batch_15h__1,DDB2__PD-004_del-basS_Fed-batch_15h__1,DDB2,DDB2,PD-004_del-basS_Fed-batch_15h,1,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Fed-batch_15h,False,False
DDB2__PD-004_del-basS_Fed-batch_15h__2,DDB2__PD-004_del-basS_Fed-batch_15h__2,DDB2,DDB2,PD-004_del-basS_Fed-batch_15h,2,Escherichia coli BW25113 del_basS,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-basS_Fed-batch_15h,False,False
DDB2__PD-004_del-kdpE_Batch_6h__1,DDB2__PD-004_del-kdpE_Batch_6h__1,DDB2,DDB2,PD-004_del-kdpE_Batch_6h,1,Escherichia coli BW25113 del_kdpE,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Batch_6h,False,False
DDB2__PD-004_del-kdpE_Batch_6h__2,DDB2__PD-004_del-kdpE_Batch_6h__2,DDB2,DDB2,PD-004_del-kdpE_Batch_6h,2,Escherichia coli BW25113 del_kdpE,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Batch_6h,False,False
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,DDB2__PD-004_del-kdpE_Fed-batch_6h__1,DDB2,DDB2,PD-004_del-kdpE_Fed-batch_6h,1,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Fed-batch_6h,False,False
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,DDB2__PD-004_del-kdpE_Fed-batch_6h__2,DDB2,DDB2,PD-004_del-kdpE_Fed-batch_6h,2,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Fed-batch_6h,False,False
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,DDB2__PD-004_del-kdpE_Fed-batch_15h__1,DDB2,DDB2,PD-004_del-kdpE_Fed-batch_15h,1,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Fed-batch_15h,False,False
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,DDB2__PD-004_del-kdpE_Fed-batch_15h__2,DDB2,DDB2,PD-004_del-kdpE_Fed-batch_15h,2,Escherichia coli BW25113 del_kdpE,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-004_del-kdpE_Fed-batch_15h,False,False
DDB2__PD-005_del-phoB_Batch_6h__1,DDB2__PD-005_del-phoB_Batch_6h__1,DDB2,DDB2,PD-005_del-phoB_Batch_6h,1,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_del-phoB_Batch_6h,False,False
DDB2__PD-005_del-phoB_Batch_6h__2,DDB2__PD-005_del-phoB_Batch_6h__2,DDB2,DDB2,PD-005_del-phoB_Batch_6h,2,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_del-phoB_Batch_6h,False,False
DDB2__PD-005_del-phoB_Batch_6h__3,DDB2__PD-005_del-phoB_Batch_6h__3,DDB2,DDB2,PD-005_del-phoB_Batch_6h,3,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_del-phoB_Batch_6h,False,False
DDB2__PD-003_del-phoB_Batch_9h__1,DDB2__PD-003_del-phoB_Batch_9h__1,DDB2,DDB2,PD-003_del-phoB_Batch_9h,1,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_del-phoB_Batch_9h,False,False
DDB2__PD-003_del-phoB_Batch_9h__2,DDB2__PD-003_del-phoB_Batch_9h__2,DDB2,DDB2,PD-003_del-phoB_Batch_9h,2,Escherichia coli BW25113 del_phoB,BW25113,Batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_del-phoB_Batch_9h,False,False
DDB2__PD-003_del-phoB_Fed-batch_6h__1,DDB2__PD-003_del-phoB_Fed-batch_6h__1,DDB2,DDB2,PD-003_del-phoB_Fed-batch_6h,1,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_del-phoB_Fed-batch_6h,False,False
DDB2__PD-003_del-phoB_Fed-batch_6h__2,DDB2__PD-003_del-phoB_Fed-batch_6h__2,DDB2,DDB2,PD-003_del-phoB_Fed-batch_6h,2,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-003_del-phoB_Fed-batch_6h,False,False
DDB2__PD-005_del-phoB_Fed-batch_6h__1,DDB2__PD-005_del-phoB_Fed-batch_6h__1,DDB2,DDB2,PD-005_del-phoB_Fed-batch_6h,1,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_del-phoB_Fed-batch_6h,False,False
DDB2__PD-005_del-phoB_Fed-batch_6h__2,DDB2__PD-005_del-phoB_Fed-batch_6h__2,DDB2,DDB2,PD-005_del-phoB_Fed-batch_6h,2,Escherichia coli BW25113 del_phoB,BW25113,Fed-batch,No,Medium C,30,6.5,,,,,,,,,,,PAIRED,ILLUMINA,,,,,,,sursud@biosustain.dtu.dk,Suresh Sudarsan,8/1/20,True,True,True,True,True,True,DDB2:PD-005_del-phoB_Fed-batch_6h,False,False
