,sample_id,study,project_id,project,condition_id,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00635,pcoli__btASMT__2,pColi,pcoli,pcoli,btASMT,btASMT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 btASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.618937178,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/btASMT_2_S20_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/btASMT_2_S20_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:btASMT,TRUE,TRUE
ecoli_00636,pcoli__CC1__1,pColi,pcoli,pcoli,CC1,CC1,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CC1,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.642599122,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-Set4-1_S19_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:CC1,TRUE,TRUE
ecoli_00637,pcoli__CC1__2,pColi,pcoli,pcoli,CC1,CC1,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CC1,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.596039008,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",6,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CC1-2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CC1-2_S18_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:CC1,TRUE,TRUE
ecoli_00638,pcoli__ccCOMT__1,pColi,pcoli,pcoli,ccCOMT,ccCOMT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ccCOMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.655445869,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-1_S7_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ccCOMT,TRUE,TRUE
ecoli_00639,pcoli__ccCOMT__2,pColi,pcoli,pcoli,ccCOMT,ccCOMT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ccCOMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.65974844,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ccCOMT-2-rerun-Set8-8_S8_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ccCOMT,TRUE,TRUE
ecoli_00640,pcoli__ckDDC__1,pColi,pcoli,pcoli,ckDDC,ckDDC,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ckDDC,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.623536894,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_1_S13_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ckDDC,TRUE,TRUE
ecoli_00641,pcoli__ckDDC__2,pColi,pcoli,pcoli,ckDDC,ckDDC,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 ckDDC,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.618030559,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ckDDC_2_S14_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ckDDC,TRUE,TRUE
ecoli_00642,pcoli__CNTF_belt__1,pColi,pcoli,pcoli,CNTF_belt,CNTF_belt,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.573718751,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_1_S17_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:CNTF_belt,TRUE,TRUE
ecoli_00643,pcoli__CNTF_belt__2,pColi,pcoli,pcoli,CNTF_belt,CNTF_belt,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 CNTF_belt,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.572101865,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/CNTF_belt_2_S18_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:CNTF_belt,TRUE,TRUE
ecoli_00644,pcoli__cobPNMT__1,pColi,pcoli,pcoli,cobPNMT,cobPNMT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.591134185,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-1_S11_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:cobPNMT,TRUE,TRUE
ecoli_00645,pcoli__cobPNMT__2,pColi,pcoli,pcoli,cobPNMT,cobPNMT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 cobPNMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.596333263,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cobPNMT-2_S12_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:cobPNMT,TRUE,TRUE
ecoli_00646,pcoli__cvPhhB__1,pColi,pcoli,pcoli,cvPhhB,cvPhhB,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.655750893,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_1_S11_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:cvPhhB,TRUE,TRUE
ecoli_00647,pcoli__cvPhhB__2,pColi,pcoli,pcoli,cvPhhB,cvPhhB,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 cvPhhB,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.644655123,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/cvPhhB_2_S12_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:cvPhhB,TRUE,TRUE
ecoli_00648,pcoli__ggAANAT__1,pColi,pcoli,pcoli,ggAANAT,ggAANAT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.621184132,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-1_S3_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ggAANAT,TRUE,TRUE
ecoli_00649,pcoli__ggAANAT__2,pColi,pcoli,pcoli,ggAANAT,ggAANAT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.62252203,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggAANAT-2_S4_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ggAANAT,TRUE,TRUE
ecoli_00650,pcoli__ggTPH__1,pColi,pcoli,pcoli,ggTPH,ggTPH,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.506740011,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-1_S7_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ggTPH,TRUE,TRUE
ecoli_00651,pcoli__ggTPH__2,pColi,pcoli,pcoli,ggTPH,ggTPH,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 ggTPH,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.484818356,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/ggTPH-2_S9_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:ggTPH,TRUE,TRUE
ecoli_00652,pcoli__hsAANAT__1,pColi,pcoli,pcoli,hsAANAT,hsAANAT,1,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.404375526,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-Set2-3_S18_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:hsAANAT,TRUE,TRUE
ecoli_00653,pcoli__hsAANAT__2,pColi,pcoli,pcoli,hsAANAT,hsAANAT,2,Justin Tan,Justin Tan,3/8/18,Escherichia Coli K-12 MG1655 hsAANAT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.394807263,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsAANAT-2_S12_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:hsAANAT,TRUE,TRUE
ecoli_00654,pcoli__hsASMT__1,pColi,pcoli,pcoli,hsASMT,hsASMT,1,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 hsASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.61649683,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-1_S3_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:hsASMT,TRUE,TRUE
ecoli_00655,pcoli__hsASMT__2,pColi,pcoli,pcoli,hsASMT,hsASMT,2,Justin Tan,Justin Tan,,Escherichia Coli K-12 MG1655 hsASMT,MG1655,M9,glycerol(4),NH4Cl(1),O2,,rhamnose(0.1),37,7,Carbenicillin(50),Batch,0.623535177,No,Clonal,,"Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours",2,s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L002_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L003_R1_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L004_R1_001.fastq.gz,s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L002_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L003_R2_001.fastq.gz;s3://precise-db/raw_data/pcoli/hsASMT-2_S4_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pcoli:hsASMT,TRUE,TRUE
