sample_id,old_sample_id,study,project,condition,old_condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,DDB_timepoint,DDB_timepoint_general,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Process Time,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,exp_id,library creator,Antibiotic,Public,creator_email,ALE Endpoint,original_naming,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,Model,SRAStudy,BioProject,ProjectID,RNAseq_batch,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,growth_phase,batch_ID,Unnamed: 49,reactor_ID,time_ID,strain_ID,strain_name,time_in_phase,dilution_rate,phase,OD,additional_notes,sample_id.1,batch_zinc,feed_zinc
DDB1__HMP3427_fast_feed_18h__1,DDB1__HMP3427_fast_feed_18h__1,DDB1,DDB1,HMP3427_fast_feed_18h,HMP3427_fast_feed_18h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-2_fast,DDB1_fed-batch-2,0.11,,,,38,18,2,DDB-PD-002-AMBR-7--S11_S12_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-7--S11_S12_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S11_S12_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_fast_feed_18h__2,DDB1__HMP3427_fast_feed_18h__2,DDB1,DDB1,HMP3427_fast_feed_18h,HMP3427_fast_feed_18h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-2_fast,DDB1_fed-batch-2,0.11,,,,38,18,2,DDB-PD-002-AMBR-8--S11_S30_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-8--S11_S30_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S11_S30_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_fast_feed_28h__1,DDB1__HMP3427_fast_feed_28h__1,DDB1,DDB1,HMP3427_fast_feed_28h,HMP3427_fast_feed_28h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-3_fast,DDB1_fed-batch-3,0.11,,,,48,28,2,DDB-PD-002-AMBR-7--S14_S16_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-7--S14_S16_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-7--S14_S16_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_fast_feed_28h__2,DDB1__HMP3427_fast_feed_28h__2,DDB1,DDB1,HMP3427_fast_feed_28h,HMP3427_fast_feed_28h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-3_fast,DDB1_fed-batch-3,0.11,,,,48,28,2,DDB-PD-002-AMBR-8--S14_S34_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-8--S14_S34_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S14_S34_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_fast_feed_3h__2,DDB1__HMP3427_fast_feed_3h__2,DDB1,DDB1,HMP3427_fast_feed_3h,HMP3427_fast_feed_3h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-1_fast,DDB1_fed-batch-1,0.11,,,,23,3,2,DDB-PD-002-AMBR-8--S06_S26_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-8--S06_S26_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-8--S06_S26_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_batch_12h__1,DDB1__HMP3427_slow_batch_12h__1,DDB1,DDB1,HMP3427_slow_batch_12h,HMP3427_slow_batch_12h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,batch,DDB1_batch,DDB1_batch,0.03,,,,12,12,2,DDB-PD-002-AMBR-3--S03_S2_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-3--S03_S2_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S03_S2_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_batch_12h__2,DDB1__HMP3427_slow_batch_12h__2,DDB1,DDB1,HMP3427_slow_batch_12h,HMP3427_slow_batch_12h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,batch,DDB1_batch,DDB1_batch,0.03,,,,12,12,2,DDB-PD-002-AMBR-4--S03_S20_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-4--S03_S20_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S03_S20_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_feed_53h__1,DDB1__HMP3427_slow_feed_53h__1,DDB1,DDB1,HMP3427_slow_feed_53h,HMP3427_slow_feed_53h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-2_slow,DDB1_fed-batch-2,0.03,,,,73,53,2,DDB-PD-002-AMBR-3--S11_S10_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-3--S11_S10_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S11_S10_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_feed_53h__2,DDB1__HMP3427_slow_feed_53h__2,DDB1,DDB1,HMP3427_slow_feed_53h,HMP3427_slow_feed_53h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-2_slow,DDB1_fed-batch-2,0.03,,,,73,53,2,DDB-PD-002-AMBR-4--S11_S28_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-4--S11_S28_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S11_S28_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_feed_7h__1,DDB1__HMP3427_slow_feed_7h__1,DDB1,DDB1,HMP3427_slow_feed_7h,HMP3427_slow_feed_7h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-1_slow,DDB1_fed-batch-1,0.03,,,,27.3,7.3,2,DDB-PD-002-AMBR-3--S06_S6_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-3--S06_S6_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S06_S6_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_feed_86h__1,DDB1__HMP3427_slow_feed_86h__1,DDB1,DDB1,HMP3427_slow_feed_86h,HMP3427_slow_feed_86h,1,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-3_slow,DDB1_fed-batch-3,0.03,,,,106,86,2,DDB-PD-002-AMBR-3--S14_S14_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-3--S14_S14_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-3--S14_S14_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__HMP3427_slow_feed_86h__2,DDB1__HMP3427_slow_feed_86h__2,DDB1,DDB1,HMP3427_slow_feed_86h,HMP3427_slow_feed_86h,2,Katherine Decker,,6/30/20,Escherichia coli,HMP3427,Medium C,,,,,,30,6.5,,fed batch,DDB1_fed-batch-3_slow,DDB1_fed-batch-3,0.03,,,,106,86,2,DDB-PD-002-AMBR-4--S14_S32_L001_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L002_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L003_R1_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L004_R1_001.fastq.gz,DDB-PD-002-AMBR-4--S14_S32_L001_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L002_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L003_R2_001.fastq.gz;DDB-PD-002-AMBR-4--S14_S32_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__MG1655_control_A__1,DDB1__MG1655_control_A__1,DDB1,DDB1,MG1655_control_A,MG1655_control_A,1,Katherine Decker,,6/30/20,Escherichia coli str. K-12 substr. MG1655,MG1655,M9,,,,,,30,6.5,,batch,DDB0_control,DDB0_control,,,,,,,2,DDB-I-SF-S1-001-A1_S17_L001_R1_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L002_R1_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L003_R1_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L004_R1_001.fastq.gz,DDB-I-SF-S1-001-A1_S17_L001_R2_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L002_R2_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L003_R2_001.fastq.gz;DDB-I-SF-S1-001-A1_S17_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__MG1655_control_A__2,DDB1__MG1655_control_A__2,DDB1,DDB1,MG1655_control_A,MG1655_control_A,2,Katherine Decker,,6/30/20,Escherichia coli str. K-12 substr. MG1655,MG1655,M9,,,,,,30,6.5,,batch,DDB0_control,DDB0_control,,,,,,,2,DDB-I-SF-S1-001-A2_S35_L001_R1_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L002_R1_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L003_R1_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L004_R1_001.fastq.gz,DDB-I-SF-S1-001-A2_S35_L001_R2_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L002_R2_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L003_R2_001.fastq.gz;DDB-I-SF-S1-001-A2_S35_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__MG1655_control_B__1,DDB1__MG1655_control_B__1,DDB1,DDB1,MG1655_control_B,MG1655_control_B,1,Katherine Decker,,6/30/20,Escherichia coli str. K-12 substr. MG1655,MG1655,M9,,,,,,30,6.5,,batch,DDB0_control,DDB0_control,,,,,,,2,DDB-I-SF-S1-001-B1_S18_L001_R1_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L002_R1_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L003_R1_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L004_R1_001.fastq.gz,DDB-I-SF-S1-001-B1_S18_L001_R2_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L002_R2_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L003_R2_001.fastq.gz;DDB-I-SF-S1-001-B1_S18_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB1__MG1655_control_B__2,DDB1__MG1655_control_B__2,DDB1,DDB1,MG1655_control_B,MG1655_control_B,2,Katherine Decker,,6/30/20,Escherichia coli str. K-12 substr. MG1655,MG1655,M9,,,,,,30,6.5,,batch,DDB0_control,DDB0_control,,,,,,,2,DDB-I-SF-S1-001-B2_S36_L001_R1_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L002_R1_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L003_R1_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L004_R1_001.fastq.gz,DDB-I-SF-S1-001-B2_S36_L001_R2_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L002_R2_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L003_R2_001.fastq.gz;DDB-I-SF-S1-001-B2_S36_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDB_control__MG1655-control-1__1,DDB_control__MG1655-control-1__1,,DDB_control,MG1655-control-1,MG1655-control-1,1,,,,,,,,,,,,,6.5,,batch,DDB0_control,DDB0_control,,,,,,,,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-I-SF-S1-001-A3_S21_R2.fastq.gz,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-I-SF-S1-001-A3_S21_R1.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB_control:MG1655-control-1,False,,,,,,,,DDB-I-SF-S1-001-A3_S21,,562,Escherichia coli,562,1236,562,Escherichia coli str. K-12 substr. MG1655,,,,DDB_control,DDB_QS_part1,,,,RNA-Seq,,,,,,,,,,,,,,,DDB_control__MG1655-control-1,,M9,,,,,30,,DDB-I-SF-S1-001,SF-S1-001,A3,,,MG1655-control-QS1,,,,,,,,
DDB_control__MG1655-control-2__1,DDB_control__MG1655-control-2__1,,DDB_control,MG1655-control-2,MG1655-control-2,1,,,,,,,,,,,,,6.5,,batch,DDB0_control,DDB0_control,,,,,,,,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-I-SF-S1-001-A4-RNAseq_S14_R1.fastq.gz,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-I-SF-S1-001-A4-RNAseq_S14_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB_control:MG1655-control-2,False,,,,,,,,DDB-I-SF-S1-001-A4-RNAseq_S14,,562,Escherichia coli,562,1236,562,Escherichia coli str. K-12 substr. MG1655,,,,DDB_control,DDB_QS_part2,,,,RNA-Seq,,,,,,,,,,,,,,,DDB_control__MG1655-control-2,,M9,,,,,30,,DDB-I-SF-S1-001,SF-S1-001,A4,,,MG1655-control-QS2,,,,,,,,
DDB_control__MG1655-control-3__1,DDB_control__MG1655-control-3__1,,DDB_control,MG1655-control-3,MG1655-control-3,1,,,,,,,,,,,,,6.5,,batch,DDB0_control,DDB0_control,,,,,,,,/media/katherine/bb1/modulome/20201127_DDB3/BS_download/DDB-I-SF-S1-001-A5-RNAseq_S24_R1.fastq.gz,/media/katherine/bb1/modulome/20201127_DDB3/BS_download/DDB-I-SF-S1-001-A5-RNAseq_S24_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB_control:MG1655-control-3,False,,,,,,,,DDB-I-SF-S1-001-A5-RNAseq_S24,,562,Escherichia coli,562,1236,562,Escherichia coli str. K-12 substr. MG1655,,,,DDB_control,DDB_QS_part3,,,,RNA-Seq,,,,,,,,,,,,,,,DDB_control__MG1655-control-3,,M9,,,,,30,,DDB-I-SF-S1-001,SF-S1-001,A5,,,MG1655-control-QS3,,,,,,,,
DDB_control__MG1655-control-4__1,DDB_control__MG1655-control-4__1,,DDB_control,MG1655-control-4,MG1655-control-4,1,,,,,,,,,,,,,6.5,,batch,DDB0_control,DDB0_control,,,,,,,,/media/katherine/bb1/modulome/20201207_DDB3_batch4/BS_download/DDB-I-SF-S1-001-A6-RNAseq_S14_R1.fastq.gz,/media/katherine/bb1/modulome/20201207_DDB3_batch4/BS_download/DDB-I-SF-S1-001-A6-RNAseq_S14_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB_control:MG1655-control-4,False,,,,,,,,DDB-I-SF-S1-001-A6-RNAseq_S14,,562,Escherichia coli,562,1236,562,Escherichia coli str. K-12 substr. MG1655,,,,DDB_control,DDB_QS_part4,,,,RNA-Seq,,,,,,,,,,,,,,,DDB_control__MG1655-control-4,,M9,,,,,30,,DDB-I-SF-S1-001,SF-S1-001,A6,,,MG1655-control-QS4,,,,,,,,
DDB_control__MG1655-control-5__1,DDB_control__MG1655-control-5__1,,DDB_control,MG1655-control-5,MG1655-control-5,1,,,,,,,,,,,,,6.5,,batch,DDB0_control,DDB0_control,,,,,,,,/media/katherine/bb1/modulome/20201223_DDB3_batch5/BS_download/DDB-I-SF-S1-001-A4-RNAseq2_S1_R1.fastq.gz,/media/katherine/bb1/modulome/20201223_DDB3_batch5/BS_download/DDB-I-SF-S1-001-A4-RNAseq2_S1_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB_control:MG1655-control-5,False,,,,,,,,DDB-I-SF-S1-001-A4-RNAseq2_S1,,562,Escherichia coli,562,1236,562,Escherichia coli str. K-12 substr. MG1655,,,,DDB_control,DDB_QS_part5,,,,RNA-Seq,,,,,,,,,,,,,,,DDB_control__MG1655-control-5,,M9,,,,,30,,DDB-I-SF-S1-001,SF-S1-001,A4,,,,,0.11,,,,,,
DDB2__PD-005_BW25113_Batch_6h__1,DDB2__PD-005_BW25113_Batch_6h__1,,DDB2,PD-005_BW25113_Batch_6h,PD-005_BW25113_Batch_6h,1,,,,,,,,,,,,,6.5,,batch,DDB2_batch,DDB2_3_batch,,,,,,,,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-PD-005-AMBR-R1--S02-RNAseq_S21_R1.fastq.gz,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-PD-005-AMBR-R1--S02-RNAseq_S21_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB2:PD-005_BW25113_Batch_8h,True,,,,,,,,DDB-PD-005-AMBR-R1--S02-RNAseq_S21,,562,Escherichia coli,562,1236,562,Escherichia coli,,,,DDB2,DDB_QS_part2,,,,RNA-Seq,,,,,,,,,,,,,,,DDB2__PD-005_BW25113_Batch_6h,,Medium C,,,,,30,,DDB-PD-005-AMBR,PD-005,R1,S02,DDB7,BW25113,6,0.11,Batch,,,,,
DDB2__PD-005_BW25113_Batch_6h__2,DDB2__PD-005_BW25113_Batch_6h__2,,DDB2,PD-005_BW25113_Batch_6h,PD-005_BW25113_Batch_6h,2,,,,,,,,,,,,,6.5,,batch,DDB2_batch,DDB2_3_batch,,,,,,,,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-PD-005-AMBR-R2--S02-RNAseq_S22_R1.fastq.gz,/media/katherine/bb1/modulome/20201119_DDB2_part2/BS_download/DDB-PD-005-AMBR-R2--S02-RNAseq_S22_R2.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB2:PD-005_BW25113_Batch_8h,True,,,,,,,,DDB-PD-005-AMBR-R2--S02-RNAseq_S22,,562,Escherichia coli,562,1236,562,Escherichia coli,,,,DDB2,DDB_QS_part2,,,,RNA-Seq,,,,,,,,,,,,,,,DDB2__PD-005_BW25113_Batch_6h,,Medium C,,,,,30,,DDB-PD-005-AMBR,PD-005,R2,S02,DDB7,BW25113,6,0.11,Batch,,,,,
DDB2__PD-003_BW25113_Batch_9h__1,DDB2__PD-003_BW25113_Batch_9h__1,,DDB2,PD-003_BW25113_Batch_9h,PD-003_BW25113_Batch_9h,1,,,,,,,,,,,,,6.5,,batch,DDB2_batch,DDB2_3_batch,,,,,,,,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-PD-003-AMBR-R10--S03-RNA_S2_R2.fastq.gz,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-PD-003-AMBR-R10--S03-RNA_S2_R1.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB2:PD-003_BW25113_Batch_12h,True,,,,,,,,DDB-PD-003-AMBR-R10--S03-RNA_S2,,562,Escherichia coli,562,1236,562,Escherichia coli,,,,DDB2,DDB_QS_part1,,,,RNA-Seq,,,,,,,,,,,,,,,DDB2__PD-003_BW25113_Batch_9h,,Medium C,,,,,30,,DDB-PD-003-AMBR,PD-003,R10,S03,DDB7,BW25113,9,0.11,Batch,,,,,
DDB2__PD-003_BW25113_Batch_9h__2,DDB2__PD-003_BW25113_Batch_9h__2,,DDB2,PD-003_BW25113_Batch_9h,PD-003_BW25113_Batch_9h,2,,,,,,,,,,,,,6.5,,batch,DDB2_batch,DDB2_3_batch,,,,,,,,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-PD-003-AMBR-R9--S03-RNA_S1_R2.fastq.gz,/media/katherine/bb1/modulome/20201030_DDB2/BS_download/DDB-PD-003-AMBR-R9--S03-RNA_S1_R1.fastq.gz,,,,,,,,,PAIRED,ILLUMINA,True,,True,True,DDB2:PD-003_BW25113_Batch_12h,True,,,,,,,,DDB-PD-003-AMBR-R9--S03-RNA_S1,,562,Escherichia coli,562,1236,562,Escherichia coli,,,,DDB2,DDB_QS_part1,,,,RNA-Seq,,,,,,,,,,,,,,,DDB2__PD-003_BW25113_Batch_9h,,Medium C,,,,,30,,DDB-PD-003-AMBR,PD-003,R9,S03,DDB7,BW25113,9,0.11,Batch,,,,,
